,3-gram,*/*
3877,ZOP,8673294
3878,YPA,8667549
3879,XYL,8648087
3880,DSI,8645193
3881,WLA,8638240
3882,AKL,8636753
3883,AYR,8634974
3884,PEI,8614552
3885,CKU,8613411
3886,LAL,8606770
3887,IGL,8605054
3888,DMU,8579598
3889,WME,8572440
3890,EWN,8570301
3891,DAZ,8568231
3892,NVU,8563970
3893,HNA,8557285
3894,SIK,8555525
3895,TSU,8547593
3896,NSG,8547544
3897,XEL,8506418
3898,COK,8501795
3899,WNT,8496517
3900,KAP,8492174
3901,DEZ,8484843
3902,LHE,8454126
3903,ETB,8437217
3904,KOL,8413083
3905,HEQ,8412233
3906,OEB,8384912
3907,NOZ,8373626
3908,EYM,8371653
3909,UTG,8357146
3910,ASQ,8327101
3911,OEU,8326205
3912,OFU,8294392
3913,TPA,8291476
3914,MFU,8278526
3915,WRY,8277592
3916,BNE,8259067
3917,RYE,8239289
3918,UXE,8229868
3919,LUF,8227510
3920,RSB,8224209
3921,MUH,8219733
3922,PEK,8205486
3923,OWB,8193522
3924,FFM,8185701
3925,LYD,8184216
3926,YZI,8182227
3927,FRY,8176508
3928,RTC,8176286
3929,RGL,8151712
3930,LYE,8151228
3931,IXA,8139989
3932,AYW,8139763
3933,UKR,8133696
3934,MAE,8133499
3935,RTW,8126494
3936,AYF,8118894
3937,GYN,8110345
3938,KWO,8103448
3939,EWM,8080805
3940,NGM,8075905
3941,WSE,8069011
3942,IJA,8068729
3943,ASG,8055177
3944,XQU,8045753
3945,EXQ,8045753
3946,EUL,8041222
3947,KFO,8027539
3948,YZA,8019422
3949,TNO,8004313
3950,OSB,7995442
3951,STF,7969408
3952,ICC,7950558
3953,RMF,7949080
3954,AHL,7945895
3955,YSM,7944249
3956,KOV,7943766
3957,MLI,7929039
3958,NTW,7909557
3959,WEY,7906833
3960,JAZ,7894910
3961,TSA,7892539
3962,LLB,7883544
3963,ZLI,7880326
3964,YOC,7866759
3965,HWI,7862301
3966,GAE,7856305
3967,UTN,7846249
3968,OML,7846244
3969,UAM,7843272
3970,UBV,7834042
3971,NUD,7829995
3972,CKP,7827045
3973,RKH,7826775
3974,IML,7825065
3975,IEB,7821473
3976,UEU,7821435
3977,ZEM,7819242
3978,UMF,7787643
3979,HHO,7782023
3980,TGE,7759698
3981,TKI,7758165
3982,IRB,7753862
3983,ROQ,7748994
3984,HIK,7729319
3985,FNE,7724479
3986,DYL,7709716
3987,WUN,7691207
3988,PNO,7685745
3989,DGA,7680231
3990,ERJ,7666352
3991,IRF,7665768
3992,LUP,7647471
3993,IMN,7644062
3994,KPL,7642502
3995,UVA,7631673
3996,ZZY,7627595
3997,VAE,7621580
3998,OTN,7613540
3999,OUE,7602388
4000,HNN,7585217
4001,HWO,7584809
4002,ASB,7582418
4003,MWE,7578175
4004,YSF,7568092
4005,HRY,7546125
4006,LYG,7537106
4007,LKL,7527886
4008,ILN,7525308
4009,LDB,7519520
4010,SSP,7490799
4011,GDA,7480989
4012,KOU,7466678
4013,SPY,7461368
4014,BYZ,7422585
4015,KRO,7415793
4016,GIZ,7415397
4017,ELR,7412250
4018,SHW,7408534
4019,NCS,7400433
4020,OLG,7390491
4021,UEA,7375394
4022,EZU,7373146
4023,IOE,7372506
4024,LHA,7371931
4025,MIF,7364602
4026,OAG,7358731
4027,EYB,7343368
4028,ISQ,7337968
4029,HSI,7337928
4030,YAS,7334157
4031,NGW,7327595
4032,ZAL,7324482
4033,BBS,7288501
4034,ISN,7287711
4035,UEO,7286223
4036,OYF,7274058
4037,HEX,7268548
4038,GDP,7267305
4039,AAL,7263628
4040,KYL,7262388
4041,CHF,7229487
4042,XHO,7226205
4043,INR,7213607
4044,EIB,7192140
4045,ATK,7180400
4046,YPN,7177207
4047,SNU,7175967
4048,NVY,7174633
4049,KAU,7165195
4050,EYL,7158042
4051,SGI,7153191
4052,XLE,7135526
4053,TBE,7133516
4054,LDN,7127724
4055,YEB,7124226
4056,LNU,7120655
4057,YOK,7113076
4058,NSD,7110325
4059,KEF,7089654
4060,OWY,7072219
4061,EIJ,7063529
4062,YCA,7063445
4063,PIV,7053771
4064,EIF,7045587
4065,WDS,7039918
4066,APM,7028892
4067,LAF,7026243
4068,ERZ,7010565
4069,UQU,7004447
4070,TFA,6968092
4071,JUT,6963724
4072,IEE,6963165
4073,COY,6962454
4074,CYA,6948847
4075,OKO,6946437
4076,KHE,6943064
4077,YDI,6941457
4078,MSS,6937265
4079,EWD,6928861
4080,SWU,6920155
4081,TZS,6918405
4082,KEV,6916226
4083,AHN,6912415
4084,EEE,6911166
4085,GEI,6899960
4086,CKT,6888628
4087,LYL,6873489
4088,CHD,6868032
4089,TBU,6867385
4090,RUZ,6845119
4091,ANJ,6843044
4092,ABC,6839108
4093,KWE,6838601
4094,CYR,6827085
4095,EVU,6826632
4096,YMI,6822643
4097,AUV,6802638
4098,IUR,6795011
4099,ZSC,6787617
4100,OSW,6785825
4101,PUG,6781429
4102,CEB,6766936
4103,LLP,6763392
4104,AUP,6751501
4105,NSB,6746273
4106,PUF,6733579
4107,AUK,6726884
4108,RCK,6720601
4109,FTA,6715690
4110,ESN,6687566
4111,SYP,6684151
4112,NUB,6683022
4113,ANP,6682726
4114,ODH,6673034
4115,IHA,6670573
4116,ALZ,6660429
4117,JEE,6654279
4118,WCO,6651387
4119,LBR,6646103
4120,CST,6644934
4121,OMW,6622764
4122,PGR,6618166
4123,AET,6603804
4124,AEC,6592951
4125,AIZ,6588199
4126,IBM,6585985
4127,DOB,6582985
4128,AKT,6580578
4129,FSH,6572003
4130,ZUE,6569530
4131,BOC,6569143
4132,WBA,6568399
4133,YNX,6568006
4134,FTO,6563141
4135,TTG,6558603
4136,RNH,6547312
4137,YAC,6544143
4138,YOL,6533847
4139,AWT,6527190
4140,ELK,6524816
4141,KOC,6495650
4142,AOL,6493993
4143,TNU,6482894
4144,OAH,6477449
4145,UIA,6467815
4146,AAS,6464898
4147,BME,6452103
4148,MTE,6451197
4149,EAW,6448438
4150,DDO,6413969
4151,UPB,6409600
4152,ODB,6407811
4153,WOE,6405060
4154,KOH,6397784
4155,ZOI,6383232
4156,ORQ,6370163
4157,BUK,6370001
4158,SPS,6360376
4159,AYD,6354801
4160,EYW,6350644
4161,OWR,6346637
4162,TYI,6343666
4163,NIR,6300306
4164,NHU,6298719
4165,HEZ,6294358
4166,MSH,6291992
4167,PBO,6287169
4168,VOG,6286563
4169,BYP,6285965
4170,BUO,6285764
4171,RNU,6275168
4172,DSE,6274735
4173,YCI,6239692
4174,ZAC,6232947
4175,ODM,6229752
4176,GNU,6224793
4177,WCA,6217499
4178,KOS,6214993
4179,EIA,6213543
4180,AKR,6211168
4181,UKA,6191852
4182,SOY,6186671
4183,MFE,6177915
4184,LYA,6173185
4185,PAE,6169936
4186,BEQ,6169679
4187,NDC,6153241
4188,TYM,6148852
4189,UBP,6147909
4190,BIK,6138661
4191,NUU,6132264
4192,DDU,6097158
4193,LAO,6083312
4194,BCU,6078752
4195,IKO,6066438
4196,AXW,6052637
4197,XWE,6052637
4198,XUS,6052450
4199,SEK,6050275
4200,UKO,6040595
4201,YSA,6040434
4202,ALH,6030275
4203,PEX,6020274
4204,TTU,6017505
4205,GWA,6013089
4206,KEG,5997935
4207,PZI,5996393
4208,YRS,5994842
4209,IKS,5979897
4210,OUX,5963867
4211,GFI,5953956
4212,CHC,5949504
4213,UOI,5946622
4214,ZOR,5931536
4215,DFI,5916950
4216,PYL,5909880
4217,UEV,5894302
4218,KAH,5880814
4219,VUE,5866845
4220,SKR,5863285
4221,JAG,5854386
4222,GSH,5851486
4223,RNW,5850236
4224,LRI,5847277
4225,AEG,5845984
4226,NAA,5840001
4227,IPZ,5831709
4228,SHT,5830180
4229,OHM,5826606
4230,ADB,5826298
4231,OHL,5824432
4232,KKE,5823847
4233,UZE,5819036
4234,ATZ,5811191
4235,RNB,5797130
4236,XPU,5795836
4237,HWH,5788923
4238,AWO,5787938
4239,LAQ,5778183
4240,LLW,5768671
4241,SQL,5753035
4242,PIX,5748059
4243,ATP,5728680
4244,AAN,5727793
4245,NTF,5727460
4246,BIQ,5715748
4247,MCN,5714217
4248,THP,5713013
4249,SUO,5709426
4250,MCI,5708691
4251,DCH,5707251
4252,IFS,5697868
4253,ZIS,5693798
4254,BHO,5679372
4255,JUP,5674106
4256,WAU,5669451
4257,SUZ,5658091
4258,EEH,5656677
4259,YSP,5654255
4260,UJA,5651822
4261,FIO,5648387
4262,RSK,5640087
4263,IAI,5639954
4264,WAF,5638898
4265,BIP,5633369
4266,WBE,5626256
4267,AGD,5602363
4268,UIZ,5599944
4269,UFT,5598406
4270,AKU,5596663
4271,MUF,5585831
4272,RNF,5582862
4273,AXT,5580781
4274,LDF,5568548
4275,AIK,5567043
4276,KEO,5561836
4277,RKF,5553365
4278,WKI,5545199
4279,UBG,5544943
4280,SHB,5540406
4281,YRD,5539292
4282,INZ,5529316
4283,FBI,5526453
4284,ARH,5519773
4285,KHS,5518026
4286,RWR,5516080
4287,YOM,5515645
4288,MSC,5497480
4289,JEH,5497278
4290,CUF,5497129
4291,TAE,5481248
4292,HUF,5480794
4293,WNL,5465378
4294,LWO,5464860
4295,ULV,5455346
4296,LKN,5453015
4297,WYN,5447582
4298,LPR,5445496
4299,VEO,5442014
4300,PTR,5437663
4301,LDM,5426564
4302,PEM,5415560
4303,DKE,5413844
4304,OBY,5412676
4305,OEX,5404819
4306,ZOL,5403152
4307,YKE,5396157
4308,ONH,5391488
4309,TGR,5391167
4310,OFL,5386932
4311,OZY,5379056
4312,LII,5371548
4313,VAH,5367799
4314,OZZ,5362416
4315,ZHE,5356945
4316,MOW,5353448
4317,IIA,5338522
4318,IHR,5336653
4319,ZUM,5330619
4320,UDU,5330283
4321,BUZ,5326983
4322,RDM,5324588
4323,RKO,5322929
4324,UPG,5316215
4325,AIE,5311821
4326,TPL,5309714
4327,OYN,5308351
4328,KLU,5301612
4329,YAH,5297869
4330,NTZ,5288862
4331,DUD,5271987
4332,WSL,5271215
4333,OXA,5269764
4334,FFY,5266758
4335,FWA,5266330
4336,OIE,5252316
4337,TCR,5240116
4338,BAV,5233176
4339,OVU,5227156
4340,AEV,5222777
4341,ZYG,5207166
4342,AHU,5202896
4343,PPS,5194908
4344,RIQ,5187756
4345,RUV,5181704
4346,HIU,5174779
4347,OSK,5172041
4348,HSO,5170724
4349,XOD,5168834
4350,WIZ,5166523
4351,LML,5160338
4352,LBI,5139983
4353,LFW,5139581
4354,BAF,5139343
4355,FUZ,5134184
4356,RDT,5126119
4357,UNY,5119739
4358,ETP,5117482
4359,FAE,5103702
4360,PEZ,5099422
4361,MEV,5093015
4362,JEL,5085002
4363,IHE,5073727
4364,RJE,5072294
4365,TML,5072048
4366,NDK,5069509
4367,TIK,5061806
4368,IBY,5052095
4369,BIU,5049178
4370,CAH,5034770
4371,UOY,5024287
4372,DWR,5016158
4373,WEH,4993281
4374,AEA,4982981
4375,UXT,4982507
4376,BAZ,4978077
4377,MCA,4974039
4378,THB,4970292
4379,SCS,4967975
4380,VSK,4942640
4381,AEN,4938421
4382,YOF,4936780
4383,NUG,4932981
4384,OMT,4931574
4385,FFN,4928627
4386,ARJ,4928058
4387,EML,4927568
4388,BIZ,4926149
4389,LBY,4917881
4390,KSE,4914237
4391,PEB,4899400
4392,TAO,4894350
4393,WAH,4893448
4394,BJU,4882097
4395,PPM,4880944
4396,MOE,4874346
4397,GAA,4871487
4398,SSH,4866736
4399,LMU,4866708
4400,GOC,4865352
4401,HCR,4860772
4402,PPU,4857287
4403,RHU,4849062
4404,NGK,4821326
4405,TSP,4820880
4406,TSY,4812232
4407,AOH,4805234
4408,TYN,4804441
4409,OSN,4791486
4410,EDT,4787704
4411,RLB,4781652
4412,OTM,4778484
4413,GOB,4770331
4414,PUC,4769091
4415,GEW,4766224
4416,YGR,4765549
4417,NKT,4762997
4418,KEH,4759456
4419,OJO,4750415
4420,JUB,4735547
4421,DBY,4726762
4422,TZG,4726653
4423,KRE,4723411
4424,VLA,4715306
4425,ODF,4714209
4426,JEO,4697416
4427,OAX,4695598
4428,LUV,4691724
4429,MSY,4688411
4430,YWR,4688366
4431,JIA,4661008
4432,HEK,4648814
4433,WAP,4642725
4434,GEV,4638627
4435,DSP,4629683
4436,OKU,4629034
4437,CNI,4628843
4438,KYA,4626975
4439,PAQ,4623958
4440,CNA,4621031
4441,TYS,4618211
4442,ICN,4614378
4443,AWH,4600564
4444,CSI,4585091
4445,BTI,4576129
4446,DBU,4573591
4447,JOC,4569065
4448,DUF,4566660
4449,ZEK,4559230
4450,CYM,4549795
4451,FAK,4547359
4452,VEF,4547167
4453,MSA,4540192
4454,IIN,4532639
4455,EFY,4527750
4456,EWF,4523658
4457,MRI,4518665
4458,ZHA,4517147
4459,VEE,4516901
4460,DYA,4516519
4461,ZGE,4515319
4462,AKY,4500253
4463,EJA,4496996
4464,AEU,4496430
4465,UGN,4488987
4466,GNP,4487644
4467,VAJ,4478205
4468,NGY,4462388
4469,KSG,4457463
4470,MOY,4443086
4471,JIL,4438247
4472,WST,4435913
4473,HIH,4434608
4474,BGR,4433978
4475,SDU,4433173
4476,WYO,4433094
4477,ARZ,4432399
4478,RNL,4430704
4479,RGS,4428635
4480,WDI,4428157
4481,UKI,4412286
4482,PIZ,4409547
4483,EPY,4405833
4484,MCM,4404939
4485,CKF,4404008
4486,MNL,4402205
4487,IMF,4399602
4488,PEY,4394330
4489,LXX,4384186
4490,RIJ,4382241
4491,ZEP,4378758
4492,ISJ,4378038
4493,VIU,4373202
4494,CUC,4373196
4495,JAU,4355280
4496,YUN,4345412
4497,NKY,4341237
4498,NSS,4337200
4499,KOK,4336739
4500,ETF,4332457
4501,OOG,4328202
4502,KSM,4327551
4503,ZMA,4326129
4504,MLA,4322271
4505,DIK,4318335
4506,SHV,4301623
4507,HVI,4301623
4508,AXY,4296965
4509,AQI,4294414
4510,MYL,4293599
4511,UDW,4293092
4512,EIK,4287795
4513,OPF,4287783
4514,BYI,4279294
4515,OOC,4276246
4516,EGH,4273666
4517,AOT,4264209
4518,PYT,4263881
4519,IPB,4260804
4520,IEK,4257765
4521,UDR,4257372
4522,ONB,4256043
4523,GOP,4254928
4524,WSU,4253193
4525,TVI,4248985
4526,EHM,4242211
4527,YAK,4232292
4528,NSN,4227720
4529,XML,4225570
4530,BWE,4212748
4531,DAE,4211261
4532,KTA,4202571
4533,ZZO,4201375
4534,MPY,4197121
4535,RSL,4189936
4536,LLT,4181040
4537,RDB,4173887
4538,OOO,4156543
4539,ZOA,4147965
4540,AJI,4142386
4541,ENP,4127430
4542,UAE,4126185
4543,LNA,4119291
4544,KTH,4115298
4545,EKA,4102356
4546,OUA,4097226
4547,KUM,4091216
4548,WKE,4085254
4549,IYA,4084782
4550,PCO,4084106
4551,ODC,4074332
4552,GWO,4070158
4553,AIP,4069736
4554,HHE,4061111
4555,BYA,4058488
4556,CAO,4051274
4557,GHU,4049674
4558,BSY,4043390
4559,DSA,4041018
4560,YLY,4040992
4561,PBU,4033977
4562,IOI,4023603
4563,ILC,4020854
4564,NAO,4020082
4565,GAO,4014923
4566,BEZ,4009804
4567,HAA,4004097
4568,GKO,3998551
4569,KTI,3996177
4570,IVR,3989087
4571,OGH,3986429
4572,RZE,3983388
4573,GGO,3982437
4574,GAW,3981530
4575,DBI,3978865
4576,BIF,3975015
4577,GYR,3973964
4578,KWI,3971671
4579,LDC,3970027
4580,ZAS,3967351
4581,NGB,3966425
4582,RKY,3966237
4583,OUM,3966040
4584,JUX,3958402
4585,GMU,3957497
4586,EEW,3956327
4587,KPI,3943223
4588,CUD,3938503
4589,CNE,3938497
4590,SHC,3936890
4591,SSB,3932284
4592,LOH,3930460
4593,MRN,3927262
4594,EYD,3925120
4595,RNY,3920782
4596,XLI,3920250
4597,OAF,3919163
4598,IEZ,3914521
4599,ZIA,3912282
4600,RKU,3905220
4601,KAZ,3897672
4602,HUI,3892652
4603,AMW,3876051
4604,ZIP,3873841
4605,YUA,3872977
4606,KAW,3871765
4607,AMD,3869213
4608,UNV,3861593
4609,OJA,3859050
4610,MHO,3855563
4611,YFI,3853744
4612,STB,3852221
4613,EZZ,3846269
4614,OEA,3844805
4615,ZEB,3844287
4616,YAW,3838025
4617,ZEE,3834938
4618,EYR,3829318
4619,ZHO,3816125
4620,GUP,3810589
4621,UJI,3809994
4622,PAO,3803703
4623,DII,3790515
4624,PUI,3784986
4625,TDE,3784952
4626,XUD,3783113
4627,AYG,3780876
4628,ACP,3778946
4629,MNO,3778860
4630,XOG,3776095
4631,ZAG,3774922
4632,YAD,3772384
4633,BEM,3771523
4634,KOW,3769962
4635,SKT,3765347
4636,KEU,3765139
4637,YOP,3756736
4638,UFO,3756467
4639,MCH,3756329
4640,IAO,3750777
4641,UBY,3745692
4642,WUR,3731606
4643,SVA,3730961
4644,BDE,3730038
4645,XCO,3726678
4646,NBL,3717793
4647,UWA,3710453
4648,OIX,3709151
4649,HMU,3697566
4650,ZAK,3697216
4651,RBR,3688788
4652,TSW,3683684
4653,AWM,3679888
4654,TFL,3677718
4655,LDT,3666476
4656,AWD,3665080
4657,BCL,3663379
4658,CYB,3659943
4659,FAW,3658117
4660,MEF,3658050
4661,TFE,3653949
4662,PKE,3648489
4663,KPO,3641243
4664,KSP,3640680
4665,ZRA,3640004
4666,IIR,3632903
4667,SAO,3631405
4668,LND,3625127
4669,ELW,3623010
4670,NUP,3622677
4671,PHD,3618610
4672,OWF,3615624
4673,LDU,3611748
4674,KUW,3605018
4675,OIG,3604054
4676,JAD,3600308
4677,BSP,3596575
4678,TOZ,3592289
4679,ADP,3588703
4680,OKK,3587911
4681,EHU,3581436
4682,LNS,3580266
4683,JOV,3577087
4684,GMS,3575593
4685,FOD,3572160
4686,UHR,3571932
4687,YRN,3566940
4688,HCA,3561251
4689,HTR,3560422
4690,UON,3559985
4691,PRY,3559580
4692,AHW,3550124
4693,RMN,3548951
4694,KNU,3546777
4695,UOS,3546582
4696,RZA,3545507
4697,DCU,3544738
4698,NWR,3538542
4699,LTM,3537854
4700,OWP,3536991
4701,WOF,3536111
4702,VIX,3529455
4703,HTA,3528889
4704,EVR,3527742
4705,KOO,3515157
4706,OTP,3509832
4707,SOJ,3507191
4708,DYK,3502868
4709,XET,3494926
4710,OHR,3489770
4711,UMC,3488572
4712,XIG,3486691
4713,NYH,3485662
4714,MAF,3481458
4715,HIJ,3466802
4716,SOH,3466566
4717,ANM,3464354
4718,HPL,3459681
4719,HFI,3458389
4720,UTZ,3453856
4721,AZU,3448089
4722,OZI,3444383
4723,DSL,3438215
4724,RTB,3427158
4725,IIL,3424466
4726,DHU,3424325
4727,RJU,3422093
4728,EZR,3419072
4729,OEI,3418741
4730,GSO,3403070
4731,BNI,3402680
4732,ACB,3399747
4733,AMT,3399172
4734,LSS,3395886
4735,KDA,3394377
4736,RJO,3392041
4737,HTW,3391166
4738,DEK,3388970
4739,ISV,3386683
4740,YMS,3384580
4741,LIJ,3383669
4742,FAH,3375205
4743,BBC,3374715
4744,YSH,3369045
4745,EEG,3367863
4746,ZEU,3367443
4747,LQU,3361915
4748,LZH,3346976
4749,EEX,3339370
4750,LOK,3335867
4751,MPK,3332829
4752,ZAA,3328030
4753,TZI,3327648
4754,EOW,3327298
4755,SGE,3319625
4756,YSL,3319337
4757,MEZ,3309597
4758,ZTE,3309238
4759,AOI,3308266
4760,OCS,3304874
4761,JED,3304792
4762,SIQ,3304224
4763,DGW,3302829
4764,YFR,3299312
4765,ESW,3286994
4766,UEF,3286873
4767,AZT,3282212
4768,SMY,3282141
4769,SPP,3281875
4770,ZUL,3275866
4771,IJU,3272599
4772,BIH,3269708
4773,CZA,3264055
4774,CBS,3261079
4775,XUL,3257720
4776,KUO,3256541
4777,UZA,3249730
4778,OUF,3249061
4779,MII,3246715
4780,RFS,3243538
4781,CBE,3241916
4782,EQS,3237101
4783,GEH,3233484
4784,BAX,3230330
4785,NHY,3226809
4786,IIS,3226137
4787,OXO,3224695
4788,CPU,3222018
4789,RZO,3216547
4790,RLF,3216272
4791,ABW,3211767
4792,DOY,3211032
4793,EIE,3209478
4794,GHD,3207747
4795,RND,3204681
4796,UFM,3202895
4797,VAM,3199695
4798,MDE,3189347
4799,LEZ,3187433
4800,OIM,3186047
4801,GBY,3185244
4802,BWA,3177136
4803,IVU,3165898
4804,KPA,3163044
4805,OWO,3159559
4806,UMV,3150719
4807,MUI,3144788
4808,LYB,3142298
4809,TCL,3135695
4810,GUJ,3134228
4811,LNT,3133950
4812,WDO,3133626
4813,GSB,3131588
4814,KOB,3131220
4815,CKD,3123296
4816,MEP,3119874
4817,RPM,3118916
4818,IEH,3116880
4819,YBA,3109462
4820,WSI,3108639
4821,SHK,3108556
4822,SAE,3105268
4823,AYU,3101468
4824,ORV,3101384
4825,MAA,3100847
4826,MSI,3097142
4827,CGI,3094389
4828,CNS,3076883
4829,HBU,3066993
4830,URZ,3065287
4831,TYF,3063239
4832,RKB,3062601
4833,SST,3061455
4834,BEK,3061070
4835,AXL,3058188
4836,KHR,3057738
4837,HCH,3057738
4838,BTU,3051804
4839,JOG,3046282
4840,YEI,3039988
4841,CFA,3038408
4842,BIM,3037035
4843,TVA,3036400
4844,EUB,3036261
4845,CPH,3031418
4846,LVO,3025684
4847,HUY,3022819
4848,ABJ,3020388
4849,UOM,3020182
4850,FTN,3016758
4851,SOZ,3007964
4852,CMA,2996752
4853,YID,2994223
4854,THT,2987944
4855,EUI,2984570
4856,LFG,2981030
4857,AMH,2980742
4858,UXL,2976514
4859,HUX,2976514
4860,EZA,2974049
4861,KCA,2968963
4862,PWR,2967086
4863,YEW,2963583
4864,USD,2962495
4865,EVS,2960656
4866,FIJ,2955641
4867,KUA,2950012
4868,OOZ,2944410
4869,PUA,2941464
4870,HTT,2937795
4871,APN,2932851
4872,VIP,2932309
4873,SEZ,2931299
4874,MUZ,2924066
4875,JEU,2924051
4876,VOO,2922090
4877,FAG,2921621
4878,CSO,2919078
4879,TCP,2917978
4880,PAH,2917043
4881,TPE,2915101
4882,YUR,2914602
4883,LLC,2911084
4884,OYB,2910051
4885,FDA,2909674
4886,ZBE,2907343
4887,KOM,2906524
4888,NJI,2902687
4889,LFF,2896061
4890,XEG,2894626
4891,VUS,2894549
4892,GDE,2888380
4893,MYA,2884146
4894,ZWI,2879378
4895,SJU,2878648
4896,IKK,2875988
4897,OIA,2874246
4898,BAJ,2870790
4899,UWE,2869458
4900,PIM,2866400
4901,MHZ,2865938
4902,ERQ,2859554
4903,WNF,2857753
4904,OYH,2857097
4905,MWO,2856855
4906,GOY,2851397
4907,NKM,2850189
4908,ULW,2848370
4909,NTN,2846776
4910,ZVO,2839628
4911,JIT,2839395
4912,LSC,2838979
4913,IAV,2835058
4914,UIB,2834326
4915,BOK,2834320
4916,TPR,2824797
4917,TCU,2822646
4918,KAF,2821402
4919,MAV,2818434
4920,AYH,2818368
4921,WKS,2815510
4922,MIP,2810332
4923,IPW,2806160
4924,EZO,2806015
4925,HBE,2796992
4926,IDR,2791683
4927,HOY,2790825
4928,ODP,2789388
4929,OWC,2786233
4930,YEM,2785105
4931,VAA,2780018
4932,AVS,2770724
4933,JIG,2766456
4934,MSB,2763199
4935,XUB,2760412
4936,ZOD,2754178
4937,KUH,2754062
4938,SCY,2752188
4939,JAL,2749688
4940,WNY,2744265
4941,ATV,2743660
4942,EGF,2740694
4943,TSD,2739966
4944,RAA,2739299
4945,FGA,2735232
4946,KKA,2732053
4947,BHU,2728359
4948,MHE,2725370
4949,LWI,2723285
4950,PBR,2722084
4951,BUQ,2705907
4952,DEJ,2697977
4953,HYN,2692009
4954,RFR,2691262
4955,GMO,2688111
4956,RCS,2678368
4957,KBU,2675809
4958,UVO,2673810
4959,IOB,2672107
4960,DCO,2671361
4961,HNU,2670272
4962,PCR,2668635
4963,GWI,2666825
4964,NRU,2660086
4965,OUQ,2649767
4966,KOP,2649679
4967,KSB,2649655
4968,OGD,2642497
4969,TGU,2638469
4970,NBI,2633001
4971,DFR,2630747
4972,WSK,2628558
4973,ZWE,2623287
4974,GTI,2621551
4975,AVR,2621435
4976,VRI,2613479
4977,BSA,2612949
4978,AVU,2612272
4979,SKO,2611680
4980,MRO,2609966
4981,FCA,2609372
4982,ZAI,2609229
4983,HSC,2606482
4984,ITD,2602527
4985,KBA,2601397
4986,UFU,2599511
4987,LSD,2595880
4988,HPU,2591543
4989,BPO,2591108
4990,ZZE,2588534
4991,XLV,2587832
4992,UDH,2586413
4993,NYD,2585962
4994,SNY,2585962
4995,STG,2585353
4996,PAZ,2584555
4997,UCS,2579539
4998,LSY,2573803
4999,KOD,2573141
5000,SOK,2568273
5001,RLT,2566485
5002,UEG,2566273
5003,UBH,2563157
5004,MFI,2563048
5005,WYA,2562180
5006,GBO,2560742
5007,GKI,2560522
5008,BAE,2557041
5009,ACN,2552476
5010,LWE,2548448
5011,SHF,2546929
5012,AUZ,2546426
5013,NBY,2544801
5014,UEP,2540016
5015,EZV,2536073
5016,WIX,2534850
5017,FUJ,2532851
5018,HCL,2531832
5019,PMO,2527311
5020,UBN,2527075
5021,FOM,2523568
5022,BAA,2520260
5023,ZIR,2518600
5024,DCL,2516097
5025,AFN,2511805
5026,YEO,2506865
5027,STD,2499466
5028,ULR,2499137
5029,UBW,2497890
5030,NDD,2494608
5031,UFI,2494038
5032,VEW,2482502
5033,NUX,2481657
5034,NMR,2480403
5035,USQ,2478613
5036,IIB,2478551
5037,HYC,2478111
5038,AGY,2475781
5039,UKU,2475058
5040,VRA,2468815
5041,LKW,2468335
5042,YLC,2463531
5043,VUM,2462865
5044,HUH,2461239
5045,TAA,2460884
5046,GWE,2460391
5047,PIF,2459942
5048,IMR,2458131
5049,LSB,2456198
5050,FII,2451784
5051,KUS,2451743
5052,CSF,2451178
5053,RYC,2450469
5054,MSK,2447228
5055,LEK,2447119
5056,UFL,2445718
5057,RLU,2444213
5058,IHU,2439700
5059,NLU,2439696
5060,FCC,2438378
5061,RII,2436201
5062,DSU,2435316
5063,MVE,2425335
5064,RMH,2424716
5065,LDV,2423022
5066,HBY,2419697
5067,FDI,2415219
5068,ESV,2413794
5069,YHE,2408143
5070,HKE,2404533
5071,AGP,2403707
5072,TZM,2399704
5073,APK,2392365
5074,POA,2388325
5075,GYA,2385927
5076,UIX,2383658
5077,VEZ,2382588
5078,PPH,2375176
5079,EXY,2370944
5080,YRR,2370319
5081,DOA,2369138
5082,SJO,2366643
5083,IGY,2363376
5084,DBR,2363040
5085,RKW,2357308
5086,OLH,2356860
5087,YGA,2353326
5088,XYS,2340604
5089,HPI,2336437
5090,HBR,2335956
5091,IEP,2335240
5092,RSM,2333746
5093,SOG,2333667
5094,EIO,2329980
5095,DGR,2325141
5096,WWW,2324227
5097,ZAP,2322724
5098,UIF,2315175
5099,PHN,2314189
5100,AAT,2312828
5101,CII,2307492
5102,YBD,2303812
5103,LLD,2302157
5104,IPY,2301160
5105,ZHU,2297726
5106,ZOS,2292843
5107,KBE,2291430
5108,NTP,2289533
5109,ITB,2285299
5110,HCE,2280119
5111,GFR,2279477
5112,WOW,2277260
5113,UPC,2276093
5114,WNR,2275562
5115,GTE,2275447
5116,WPE,2273850
5117,EOB,2265005
5118,JOT,2264803
5119,UAW,2262459
5120,JAF,2259793
5121,TEZ,2256640
5122,LMM,2252556
5123,LFS,2251994
5124,BAW,2248610
5125,UYA,2247136
5126,MPM,2246246
5127,YTT,2245817
5128,BOP,2245664
5129,HDE,2245602
5130,ZBU,2240722
5131,ELQ,2235808
5132,KAO,2234430
5133,VRO,2232109
5134,DAF,2231238
5135,AAA,2227880
5136,AIU,2227861
5137,AMR,2226400
5138,DTA,2223963
5139,MIB,2220176
5140,WOT,2219209
